Caption	Title	Extra	Gi	CreateDate	UpdateDate	Flags	TaxId	Slen	Biomol	MolType	Topology	SourceDb	SegSetSize	ProjectId	Genome	SubType	SubName	AssemblyGi	AssemblyAcc	Tech	Completeness	GeneticCode	Strand	Organism	Strain	BioSample
KM010037	Otidea sp. KH-2014f voucher GMFN 2293 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204092|gb|KM010037.1|	831204092	2015/06/17	2015/06/17	0	1570479	658	genomic	dna	linear	insd	0	0	NA	specimen_voucher|old_name|country|collection_date|collected_by	GMFN 2293|Otidea fusconigra|Italy: Alagna, Valsesia|05-Aug-2003|G. Jamoni	0	NA	NA	NA	1	NA	Otidea sp. KH-2014f	NA	NA
KM010028	Otidea brunneoparva voucher JS.08.66 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204083|gb|KM010028.1|	831204083	2015/06/17	2015/06/17	0	1570466	673	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.66|Sweden: Narke, Knista parish, Lekhyttan|12-Sep-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM010039	Otidea minor voucher H6008618 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204094|gb|KM010039.1|	831204094	2015/06/17	2015/06/17	0	1570475	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	H6008618|Finland: Helsinki, Toukola, Koreankatu|08-Sep-1992|R. Saarenoksa	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010040	Otidea minor voucher H6003841 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204095|gb|KM010040.1|	831204095	2015/06/17	2015/06/17	0	1570475	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	H6003841|Finland: Varsinais-Suomi, Lohja, Virkkala|12-Sep-2006|U. Salo & P. Salo	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010041	Otidea minor voucher KH.98.94 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204096|gb|KM010041.1|	831204096	2015/06/17	2015/06/17	0	1570475	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.98.94|Denmark: N Jylland, Rold Skov, Buderupholm Bjergskov|14-Sep-1998|K. Hansen	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010042	Otidea minor voucher KH.10.311 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204097|gb|KM010042.1|	831204097	2015/06/17	2015/06/17	0	1570475	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by|note	KH.10.311|Sweden: Gotland, Russpark|02-Oct-2010|K. Hansen, K. Gillen & I. Olariaga|epitype of Otidea minor	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010043	Otidea minor voucher TL0754 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204098|gb|KM010043.1|	831204098	2015/06/17	2015/06/17	0	1570475	623	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	TL0754|Denmark: Jylland, Vorso|08-Sep-1982|T. Laeessoe	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010044	Otidea minor voucher NV91 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204099|gb|KM010044.1|	831204099	2015/06/17	2015/06/17	0	1570475	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV91|Italy: Calabria, Acri|14-Sep-1995|C. Lavorato	0	NA	NA	NA	1	NA	Otidea minor	NA	NA
KM010045	Otidea nannfeldtii voucher JS.08.103 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204100|gb|KM010045.1|	831204100	2015/06/17	2015/06/17	0	1421057	746	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.103|Sweden: Uppland, Danderyd, Enebybergskog|29-Sep-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea nannfeldtii	NA	NA
KM010046	Otidea oregonensis voucher rh139 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204101|gb|KM010046.1|	831204101	2015/06/17	2015/06/17	0	1570476	625	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	rh139|USA: Oregon, Umpqua NF|02-Nov-2010|R. Helliwell	0	NA	NA	NA	1	NA	Otidea oregonensis	NA	NA
KM010047	Otidea oregonensis voucher Moorefun 31 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204102|gb|KM010047.1|	831204102	2015/06/17	2015/06/17	0	1570476	620	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Moorefun 31|USA: Oregon, Umpqua NF|02-Nov-2010|J. Moore	0	NA	NA	NA	1	NA	Otidea oregonensis	NA	NA
KR019793	Otidea tuomikoskii isolate PA13 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|807199702|gb|KR019793.1|	807199702	2015/04/20	2016/05/26	0	88583	593	genomic	dna	linear	insd	0	0	NA	isolate|host|country|isolation_source	PA13|Picea abies|Latvia|ecotomycorrhizal root tips	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823494	Otidea subformicarum voucher NV127 (S) 28S ribosomal RNA gene, partial sequence	gi|719762796|gb|KM823494.1|	719762796	2015/06/11	2015/06/11	0	1570478	834	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	NV127 (S)|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823495	Otidea subformicarum voucher S-F242696 28S ribosomal RNA gene, partial sequence	gi|719762797|gb|KM823495.1|	719762797	2015/06/11	2015/06/11	0	1570478	820	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|type_material|country|isolation_source	S-F242696|holotype of Otidea subformicarum|Spain|apothecium	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM823496	Otidea tuomikoskii voucher JS.08.68 (S) 28S ribosomal RNA gene, partial sequence	gi|719762798|gb|KM823496.1|	719762798	2015/06/11	2015/06/11	0	88583	845	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.68 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823497	Otidea tuomikoskii voucher MK200065 (S) 28S ribosomal RNA gene, partial sequence	gi|719762799|gb|KM823497.1|	719762799	2015/06/11	2015/06/11	0	88583	841	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	MK200065 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823498	Otidea tuomikoskii voucher JS.08.100 (S) 28S ribosomal RNA gene, partial sequence	gi|719762800|gb|KM823498.1|	719762800	2015/06/11	2015/06/11	0	88583	845	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	JS.08.100 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823499	Otidea tuomikoskii voucher KH.11.77 (S) 28S ribosomal RNA gene, partial sequence	gi|719762801|gb|KM823499.1|	719762801	2015/06/11	2015/06/11	0	88583	841	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	KH.11.77 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea tuomikoskii	NA	NA
KM823500	Otidea sp. A KH-2014 voucher MK942 (S) 28S ribosomal RNA gene, partial sequence	gi|719762802|gb|KM823500.1|	719762802	2015/06/11	2015/06/11	0	1570471	843	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	MK942 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea sp. A KH-2014	NA	NA
KM823501	Otidea sp. A KH-2014 voucher MK1081 (S) 28S ribosomal RNA gene, partial sequence	gi|719762803|gb|KM823501.1|	719762803	2015/06/11	2015/06/11	0	1570471	843	genomic	dna	linear	insd	0	0	genomic	specimen_voucher|country|isolation_source	MK1081 (S)|Sweden|apothecium	0	NA	NA	NA	1	NA	Otidea sp. A KH-2014	NA	NA
KR019792	Otidea leporina isolate PA12 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|807199701|gb|KR019792.1|	807199701	2015/04/20	2016/05/26	0	47199	810	genomic	dna	linear	insd	0	0	NA	isolate|host|country|isolation_source	PA12|Picea abies|Latvia|ecotomycorrhizal root tips	0	NA	NA	NA	1	NA	Otidea leporina	NA	NA
KM010048	Otidea oregonensis voucher Moorefun 58 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204103|gb|KM010048.1|	831204103	2015/06/17	2015/06/17	0	1570476	621	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|country|collection_date|collected_by|note	Moorefun 58|holotype of Otidea oregonensis|USA: Oregon, Umpqua NF|07-Nov-2010|J. Moore|holotype	0	NA	NA	NA	1	NA	Otidea oregonensis	NA	NA
KP006504	Otidea integra voucher S-F108342 5.8S ribosomal RNA gene and internal transcribed spacer 2, partial sequence	gi|821441894|gb|KP006504.1|	821441894	2015/07/01	2015/07/01	0	1631648	281	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	S-F108342|Italy: Sopramonte|1892|G. Bresadola	0	NA	NA	NA	1	NA	Otidea integra	NA	NA
KP006505	Otidea onotica voucher KH.10.284 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|821441896|gb|KP006505.1|	821441896	2015/07/01	2015/07/01	0	61494	930	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|country|collection_date|collected_by|note	KH.10.284|epitype of Peziza onotica|Sweden: Gotland, Ollajvs Naturreservat|27-Sep-2010|K. Hansen, K. Gillen & I. Olariaga|epitype of Otidea onotica	0	NA	NA	NA	1	NA	Otidea onotica	NA	NA
KP119674	Otidea bufonia voucher C-F-94240 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|821441898|gb|KP119674.1|	821441898	2015/07/01	2015/07/01	0	566114	515	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	C-F-94240|Denmark: Sjaelland, Horseroed Hegn|17-Sep-2011|M. Sasa	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM010023	Otidea borealis voucher MC201009 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204078|gb|KM010023.1|	831204078	2015/06/17	2015/06/17	0	1570474	632	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|country|collection_date|collected_by|note	MC201009|type material of Otidea borealis|Finland: Koillismaa, Kuusamo, Jakalavuoma|16-Aug-2010|M. Carbone|holotype	0	NA	NA	NA	1	NA	Otidea borealis	NA	NA
KM010024	Otidea brunneoparva voucher S-F249386 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204079|gb|KM010024.1|	831204079	2015/06/17	2015/06/17	0	1570466	686	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	S-F249386|Finland: Etela-Hame, Hameenlima, Lammi, Evo|09-Sep-1978|H. Harmaja	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM010025	Otidea brunneoparva voucher TUR-A 198579 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204080|gb|KM010025.1|	831204080	2015/06/17	2015/06/17	0	1570466	613	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	TUR-A 198579|Finland: Koillismaa, Kuusamo, Oulanka National Park|16-Aug-2009|M. Carbone	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM010026	Otidea brunneoparva voucher KH.08.107 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204081|gb|KM010026.1|	831204081	2015/06/17	2015/06/17	0	1570466	622	genomic	dna	linear	insd	0	0	NA	specimen_voucher|type_material|country|collection_date|collected_by|note	KH.08.107|holotype of Otidea brunneoparva|Sweden: Narke, Knista parish, Lekhyttan|12-Sep-2008|K. Hansen|holotype	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM010027	Otidea brunneoparva voucher TUR-A 198582 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204082|gb|KM010027.1|	831204082	2015/06/17	2015/06/17	0	1570466	805	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	TUR-A 198582|Finland: Kainuu, Paltamo, Saukkovaara|24-Aug-2011|M. Lahti	0	NA	NA	NA	1	NA	Otidea brunneoparva	NA	NA
KM010077	Otidea apophysata voucher NV136 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204132|gb|KM010077.1|	831204132	2015/06/17	2015/06/17	0	566113	643	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV136|Germany: Nordrhein, Herten|01-Sep-1999|F. Kasparek	0	NA	NA	NA	1	NA	Otidea apophysata	NA	NA
KM010068	Otidea alutacea voucher C-F-48045 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204123|gb|KM010068.1|	831204123	2015/06/17	2015/06/17	0	88576	659	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	C-F-48045|Sweden: Lapland, Abisko|1974|D. Paulsen & N. Toms	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010069	Otidea alutacea voucher MC201005 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204124|gb|KM010069.1|	831204124	2015/06/17	2015/06/17	0	88576	655	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	MC201005|Italy: Puglia, Mesagne|12-Oct-2010|M. Carbone	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010070	Otidea alutacea voucher Moorefun19 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204125|gb|KM010070.1|	831204125	2015/06/17	2015/06/17	0	88576	651	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	Moorefun19|USA: Oregon, Douglas|20-Oct-2010|J. Moore	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010071	Otidea alutacea voucher KH.09.133 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204126|gb|KM010071.1|	831204126	2015/06/17	2015/06/17	0	88576	656	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.09.133|Norway: Gjorasvika, Leksvik|03-Sep-2009|K. Hansen & I. Olariaga	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010072	Otidea alutacea voucher ARAN A3023204 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204127|gb|KM010072.1|	831204127	2015/06/17	2015/06/17	0	88576	660	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	ARAN A3023204|Spain: Gipuzkoa, Tolosa|29-May-2009|J.I. Lopez-Amiano	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010073	Otidea alutacea voucher GC 9092002 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204128|gb|KM010073.1|	831204128	2015/06/17	2015/06/17	0	88576	565	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	GC 9092002|France: Nadayat, Puy de Dome|20-Sep-2009|G. Corriol	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010074	Otidea alutacea voucher KS-94-111 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204129|gb|KM010074.1|	831204129	2015/06/17	2015/06/17	0	88576	653	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KS-94-111|Denmark: S Sjaelland, Store Klinteskov|11-Sep-1994|K. Hansen & S.K. Sandal	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010075	Otidea alutacea voucher MC201004 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204130|gb|KM010075.1|	831204130	2015/06/17	2015/06/17	0	88576	658	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	MC201004|Italy: Piemonte, Vignole Borbera|19-Oct-2010|M. Carbone	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010076	Otidea alutacea voucher KH.13.50 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204131|gb|KM010076.1|	831204131	2015/06/17	2015/06/17	0	88576	755	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.13.50|Sweden: Sodermanland, Nynashamn|19-Sep-2013|K. Hansen & X.H. Wang	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010067	Otidea alutacea voucher KS-94-192 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204122|gb|KM010067.1|	831204122	2015/06/17	2015/06/17	0	88576	645	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KS-94-192|Denmark: S Sjaelland, Store Klinteskov|26-Sep-1994|K. Hansen & S.K. Sandal	0	NA	NA	NA	1	NA	Otidea alutacea	NA	NA
KM010078	Otidea bufonia voucher JS.08.55 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204133|gb|KM010078.1|	831204133	2015/06/17	2015/06/17	0	566114	558	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.55|Sweden: Uppland, Enebybergskog|01-Sep-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM010079	Otidea bufonia voucher KH.09.249 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204134|gb|KM010079.1|	831204134	2015/06/17	2015/06/17	0	566114	624	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.09.249|France: Landes, Contis|06-Dec-2009|J.L. Teres	0	NA	NA	NA	1	NA	Otidea bufonia	NA	NA
KM010080	Otidea caeruleopruinosa voucher NV143 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204135|gb|KM010080.1|	831204135	2015/06/17	2015/06/17	0	1421059	627	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV143|Spain: Girona, Ripolles|26-Aug-2010|M. Tabares & S. Santamaria	0	NA	NA	NA	1	NA	Otidea caeruleopruinosa	NA	NA
KM010081	Otidea caeruleopruinosa voucher KH.13.48 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204136|gb|KM010081.1|	831204136	2015/06/17	2015/06/17	0	1421059	627	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	KH.13.48|Sweden: Sodermanland, Nynashamn|18-Sep-2013|I.-L. Walter	0	NA	NA	NA	1	NA	Otidea caeruleopruinosa	NA	NA
KM010082	Otidea cantharella voucher JS.08.18 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204137|gb|KM010082.1|	831204137	2015/06/17	2015/06/17	0	566115	686	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.18|Sweden: Jamtland, Stor-Grundsviken|15-Aug-2008|J. Santos & K. Hansen	0	NA	NA	NA	1	NA	Otidea cantharella	NA	NA
KM010083	Otidea cantharella voucher JS.08.47 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204138|gb|KM010083.1|	831204138	2015/06/17	2015/06/17	0	566115	664	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JS.08.47|Sweden: Uppland, Alsike, Tallberget|28-Aug-2008|J. Santos	0	NA	NA	NA	1	NA	Otidea cantharella	NA	NA
KM010084	Otidea cantharella voucher KH.09.125 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204139|gb|KM010084.1|	831204139	2015/06/17	2015/06/17	0	566115	693	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by|note	KH.09.125|Sweden: Jamtland, Angsjon naturreservat|31-Aug-2009|K. Hansen & I. Olariaga|neotype of Otidea cantharella	0	NA	NA	NA	1	NA	Otidea cantharella	NA	NA
KM010085	Otidea cantharella voucher NV2008.09.16 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204140|gb|KM010085.1|	831204140	2015/06/17	2015/06/17	0	566115	622	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV2008.09.16|France: Isere, Villard-de-Lans|20-Sep-2008|J. Cavet	0	NA	NA	NA	1	NA	Otidea cantharella	NA	NA
KM010058	Otidea sp. A KH-2014 voucher MK1081 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204113|gb|KM010058.1|	831204113	2015/06/17	2015/06/17	0	1570471	618	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	MK1081|Sweden: Lapland, Arvidsjaur, Lillaan Allmanningreservat|12-Sep-2009|M. Karstrom	0	NA	NA	NA	1	NA	Otidea sp. A KH-2014	NA	NA
KM010049	Otidea phlebophora voucher JV06-385 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204104|gb|KM010049.1|	831204104	2015/06/17	2015/06/17	0	566117	576	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	JV06-385|Denmark: NE Jylland, Rubjerg Knude Plantage|28-Aug-2006|J. Vesterholt & L. Vesterholt	0	NA	NA	NA	1	NA	Otidea phlebophora	NA	NA
KM010050	Otidea phlebophora voucher S-F108338 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence	gi|831204105|gb|KM010050.1|	831204105	2015/06/17	2015/06/17	0	566117	619	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	S-F108338|Sweden: Uppland, Runmaro|18-Sep-1949|G. Haglund & R. Rydberg	0	NA	NA	NA	1	NA	Otidea phlebophora	NA	NA
KM010051	Otidea subformicarum voucher NV127 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204106|gb|KM010051.1|	831204106	2015/06/17	2015/06/17	0	1570478	946	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV127|Spain: Canary Islands, La Palma|26-Nov-2008|J. Fernandez Vicente et al.	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM010052	Otidea subformicarum voucher NV95 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204107|gb|KM010052.1|	831204107	2015/06/17	2015/06/17	0	1570478	915	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV95|Italy: Calabria, Colamauci|28-Sep-2005|C. Lavorato	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
KM010053	Otidea subformicarum voucher NV128 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence	gi|831204108|gb|KM010053.1|	831204108	2015/06/17	2015/06/17	0	1570478	925	genomic	dna	linear	insd	0	0	NA	specimen_voucher|country|collection_date|collected_by	NV128|Spain: La Rioja, Clavijo|03-Jun-2009|C. M. Perez del Amo & R. Gil	0	NA	NA	NA	1	NA	Otidea subformicarum	NA	NA
